0,1,2,3,4
0.8543330831000001,0.8506864362000002,0.8498347430000001,0.8615967333333333,0.8826836
1.431609248,1.418999916,1.43107377,1.4528370666666666,1.430247
1.0,1.0,1.0,1.0,1.0
0.9944430030000002,0.9954180824000004,0.9970517570000001,1.0180159333333334,0.9701565
1.0,1.0,1.0,1.0,1.0
0.6880320884,0.6935331994,0.694037897,0.7152255066666667,0.71991205
0.7396858303000002,0.7419389940000001,0.742341948,0.73814402,0.76634914
-0.007863160946729997,-0.00443930881146,-0.0007272678,-0.0011651023333333333,-0.003492478
0.6671565224999999,0.6644358072,0.6751553550000001,0.6856501833333334,0.6939933
1.0341527298000002,1.0319062063999997,1.01410472,0.9781957800000001,0.97555834
1.0,1.0,1.0,1.0,1.0
1.3818254260000002,1.3818694340000002,1.36967908,1.3787817333333334,1.3851362
1.0,1.0,1.0,1.0,1.0
0.8426682889000002,0.8428242563999998,0.8513634940000001,0.8455086,0.8857587
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.36228284995000004,0.19012332273999996,0.052291984499999986,0.018650153,0.011592664
1.0,1.0,1.0,1.0,1.0
1.6189912080000004,1.6214118499999999,1.63382762,1.6297612333333333,1.5900192
1.278676462,1.2876158099999997,1.2869699,1.3067331333333332,1.2969699
1.0,1.0,1.0,1.0,1.0
0.6262592489999996,0.6239550058000001,0.61402091,0.60634494,0.59063077
1.0,1.0,1.0,1.0,1.0
0.12446017027999996,0.1365682763,0.1483476493,0.16199605066666667,0.005213142
-0.09352170883999998,-0.09060224909999998,-0.0821971745,-0.08968379866666666,-0.07773624
0.06573956868,0.03638132364,-0.014298184600000008,0.031037966333333333,0.075927295
-0.11075875052999999,-0.10355765985999998,-0.09293394499999999,-0.097961392,-0.0856207
0.30706339183000003,0.30775166172000007,0.321976588,0.29830113333333336,0.44531888
0.3279959264,0.33636752379999996,0.362610684,0.3484888366666667,0.38414764
0.15526332094999998,0.16952218248,0.179841247,0.139208728,0.117533594
0.12972885097999995,0.13639934199999995,0.11697689939999997,0.15602554366666666,0.005613091
-0.09406819931999999,-0.09094345097999999,-0.09738217390000001,-0.10352957333333333,-0.06954988
0.09616027240999996,0.07831859678,0.09153229329999998,-0.004409624,-0.013177889
-0.11034988944000002,-0.10345949324,-0.1074248619,-0.11131894666666668,-0.0776166
0.32954877591,0.32142171848000006,0.331414212,0.36701652999999995,0.48597035
0.34669311689999993,0.3550396646,0.35445901500000004,0.3872020833333334,0.46339902
0.15385266720000002,0.16526550220000005,0.1790707535,0.23570519666666667,0.22003672
0.8564578832999997,0.8781416435999998,0.901760496,0.9199953000000001,0.948445
0.5825032174999997,0.6146219484,0.567020484,0.5325484866666667,0.50127715
