4.785932541,3.849931479,1,3.26077199,2.107304811,1,4.628149509,4.457187653,4.736374855,1.659374952,0.999934793,2.496998787,3.606701374,1,4.840952873,2.107304811,1,1.000915647,1.659374952,0.983199239,1,1,1.000915647,3.076090336,1.659374952,3.233972549,1.000376463,2.139585495,1,1,1.000915647,3.076090336,1.659374952,1.92602706,7.820333481,3.707244873,4.544081688,2.65433836,4.929502487,4.454723358,1.67332077,1,1.000915647,3.076090336,1.659374952,1.92602706,1.581721663,1,1,3.076090336,1.659374952,1.92602706,4.845357895,0.999848425,1,1.92602706,3.933855295,4.458930016,5.100699425,8.18924427,1.953931212,2.129013538,2.321442604,2.011001587,2.010220528,1,1.92602706,3.933855295,4.458930016,5.100699425,8.18924427,1.953931212,2.129013538,2.321442604,1.824055433,1,1.92602706,3.933855295,4.458930016,5.100699425,8.18924427,1.953931212,2.129013538,3.302022457,3.29347086,1.500191927,2.49655962,3.557388783,1.86313796,4.758205891,2.637684822,3.265075207,1.92602706,3.933855295,4.458930016,5.100699425,8.18924427,1.953931212,2.129013538,2.411530495,2.527413845,5.121818066,3.563555717,5.385494232,2.49655962,3.557388783,1.86313796,4.758205891,2.637684822,3.265075207

4.785908699,3.849946499,1,3.260812044,2.107245684,1,4.628136635,4.457187653,4.736374855,1.659374952,0.999790668,2.496700287,3.606524467,1,4.840898514,2.107245684,1,0.995579481,1.659374952,0.98066771,1,1,0.995579481,3.07608366,1.659374952,3.231341839,1.002699137,2.094198227,1,1,0.995579481,3.07608366,1.659374952,1.924917817,7.839450836,3.706152916,4.546313763,2.646980762,4.930241585,4.453228951,1.666998625,1,0.995579481,3.07608366,1.659374952,1.924917817,1.634909987,1,1,3.07608366,1.659374952,1.924917817,4.848834038,1.002871275,1,1.924917817,3.933376312,4.458752632,5.100162029,8.184561729,1.954018116,2.128883123,2.321154118,2.010816097,2.013111591,1,1.924917817,3.933376312,4.458752632,5.100162029,8.184561729,1.954018116,2.128883123,2.321154118,1.829999924,1,1.924917817,3.933376312,4.458752632,5.100162029,8.184561729,1.954018116,2.128883123,3.301535606,3.293062687,1.440645218,2.496559858,3.557388544,1.863138437,4.758218765,2.637684822,3.265075207,1.924917817,3.933376312,4.458752632,5.100162029,8.184561729,1.954018116,2.128883123,2.411123753,2.527256012,5.131950855,3.561893463,5.397143364,2.496559858,3.557388544,1.863138437,4.758218765,2.637684822,3.265075207

4.78591156,3.849844694,1,3.260830879,2.107302427,1,4.628149986,4.457187653,4.736374855,1.659374952,0.999991179,2.496980906,3.606723547,1,4.840937138,2.107302427,1,1.00585258,1.659374952,0.983099878,1,1,1.00585258,3.086011887,1.659374952,3.233076334,1.004071474,2.093650341,1,1,1.00585258,3.086011887,1.659374952,1.925688028,7.843281746,3.706478596,4.548351288,2.654176712,4.929111481,4.456921577,1.673572779,1,1.00585258,3.086011887,1.659374952,1.925688028,1.51083827,1,1,3.086011887,1.659374952,1.925688028,4.917212486,1.002481103,1,1.925688028,3.961667299,4.490423679,5.136387348,8.242175102,1.964575291,2.143666983,2.335587978,2.02644825,2.012785435,1,1.925688028,3.961667299,4.490423679,5.136387348,8.242175102,1.964575291,2.143666983,2.335587978,1.823673725,1,1.925688028,3.961667299,4.490423679,5.136387348,8.242175102,1.964575291,2.143666983,3.318133831,3.309294224,1.579662561,2.496559858,3.557388306,1.863137722,4.758216858,2.637684584,3.265075207,1.925688028,3.961667299,4.490423679,5.136387348,8.242175102,1.964575291,2.143666983,2.421453953,2.537741899,5.117120266,3.561548948,5.382282257,2.496559858,3.557388306,1.863137722,4.758216858,2.637684584,3.265075207

4.785906792,3.849966526,1,3.260829687,2.107305527,1,4.628388405,4.457187653,4.736374855,1.659374952,1.000049233,2.496994257,3.606692314,1,4.840935707,2.107305527,1,0.99998951,1.659374952,0.988160908,1,1,0.99998951,3.077334404,1.659374952,3.232818365,1.000371814,2.110163689,1,1,0.99998951,3.077334404,1.659374952,1.926105499,7.833796501,3.707220793,4.549177647,2.654341459,4.926436424,4.453919411,1.671226978,1,0.99998951,3.077334404,1.659374952,1.926105499,1.684928417,1,1,3.077334404,1.659374952,1.926105499,4.775303841,1.000967979,1,1.926105499,3.926273346,4.451229095,5.091324806,8.172153473,1.949079633,2.125207186,2.316059113,2.006325245,2.011189699,1,1.926105499,3.926273346,4.451229095,5.091324806,8.172153473,1.949079633,2.125207186,2.316059113,1.82104373,1,1.926105499,3.926273346,4.451229095,5.091324806,8.172153473,1.949079633,2.125207186,3.295879364,3.287160158,1.44448483,2.496559143,3.557388783,1.863138437,4.758202553,2.637685061,3.265075684,1.926105499,3.926273346,4.451229095,5.091324806,8.172153473,1.949079633,2.125207186,2.40799427,2.52327466,5.131217957,3.559493065,5.391430855,2.496559143,3.557388783,1.863138437,4.758202553,2.637685061,3.265075684

4.785757542,3.849948883,1,3.260886431,2.107195139,1,4.627933025,4.457187653,4.736374855,1.659374952,1.001471281,2.496643543,3.606646538,1,4.841072083,2.107195139,1,0.999733329,1.659374952,0.981280565,1,1,0.999733329,3.078634262,1.659374952,3.226032257,0.999392688,2.100887299,1,1,0.999733329,3.078634262,1.659374952,1.923207283,7.827402592,3.704479218,4.547934532,2.651469469,4.928263664,4.455883026,1.669421554,1,0.999733329,3.078634262,1.659374952,1.923207283,1.547811389,1,1,3.078634262,1.659374952,1.923207283,4.886458397,0.998657942,1,1.923207283,3.932181358,4.457346439,5.098631859,8.182549477,1.953034282,2.128094196,2.320272923,2.01020813,2.009139061,1,1.923207283,3.932181358,4.457346439,5.098631859,8.182549477,1.953034282,2.128094196,2.320272923,1.822689533,1,1.923207283,3.932181358,4.457346439,5.098631859,8.182549477,1.953034282,2.128094196,3.300928116,3.292456627,1.537909746,2.49656105,3.557388544,1.863138437,4.758219242,2.637684822,3.265075207,1.923207283,3.932181358,4.457346439,5.098631859,8.182549477,1.953034282,2.128094196,2.410854816,2.526734114,5.115123749,3.559814215,5.385477066,2.49656105,3.557388544,1.863138437,4.758219242,2.637684822,3.265075207

4.785912514,3.849969387,1,3.26077652,2.107293129,1,4.628133297,4.457187653,4.736374855,1.659374952,0.999970794,2.496991634,3.606718779,1,4.840940475,2.107293129,1,0.998336554,1.659374952,0.97682035,1,1,0.998336554,3.076708317,1.659374952,3.23300004,1.000834465,2.139129162,1,1,0.998336554,3.076708317,1.659374952,1.925838947,7.819683552,3.70714426,4.549212456,2.654282093,4.924926758,4.457036495,1.673721075,1,0.998336554,3.076708317,1.659374952,1.925838947,1.551264644,1,1,3.076708317,1.659374952,1.925838947,4.832897186,0.999441028,1,1.925838947,3.927905798,4.452365398,5.093087673,8.17810154,1.951589465,2.125968933,2.317801714,2.00828886,2.010001421,1,1.925838947,3.927905798,4.452365398,5.093087673,8.17810154,1.951589465,2.125968933,2.317801714,1.821504354,1,1.925838947,3.927905798,4.452365398,5.093087673,8.17810154,1.951589465,2.125968933,3.297977924,3.289552689,1.570846677,2.49655962,3.557388783,1.863138437,4.758219242,2.637685299,3.265075207,1.925838947,3.927905798,4.452365398,5.093087673,8.17810154,1.951589465,2.125968933,2.409392834,2.5249722,5.103005409,3.559576035,5.382073879,2.49655962,3.557388783,1.863138437,4.758219242,2.637685299,3.265075207

