0,1,2,3,4
0.269070179075,0.4073070621299999,0.6215571054000002,0.48834344333333335,0.63465685
0.5892802503499996,0.5686878863999998,0.678816261,0.56044818,0.47492307
-0.10834026285000001,-0.16283216489999996,0.02654374660000001,0.0064135220000000005,0.13150753
0.42718950668999994,0.4976078449,0.5760878534,0.144836408,-0.53723454
0.7026316117299999,0.7039492638999999,0.5860569709999999,1.0241919099999999,1.0123125
0.71093734897,0.7387918136800002,0.581728997,0.5056161133333333,1.0394348
0.45022256045500003,0.45851421605,0.28564850425,0.08996632333333333,-0.22644216
0.50106907198,0.47286307907999997,0.670977282,0.6500632999999999,0.48090565
0.9547406212500004,0.9164583442999998,0.8732680549999999,1.0381903,1.5196773
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.5374678891000003,0.5449155714000002,0.46244334899999995,0.5069391833333333,0.5108138
0.12063308734400004,0.131949234194,0.13951652060000003,0.163757856,0.027527658
0.10009943889499998,0.08618467158000001,0.067069254,0.08418674666666666,-0.16244356
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.7559567354000001,0.7335536382,0.766749013,0.7023747766666667,0.6531841
0.0,0.0,0.0,0.0,0.0
0.3504960706999999,0.3703561244,0.41216501499999997,0.43349851333333334,0.43197018
0.0923221275,0.07628065834000002,0.114190555,0.11422208333333334,0.14978693
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.7134385849000001,0.7154230690000002,0.735438771,0.6498981133333334,0.71872294
0.8693422485999999,0.8495064386000003,0.85507065,0.7839071366666667,0.77454317
2.0133976230000004,2.015286600000001,2.0661737099999997,2.0277830666666667,2.0709655
0.4282080397999998,0.4239524614,0.397860648,0.30165871,0.30590582
0.0,0.0,0.0,0.0,0.0
1.1274033093999996,1.1438724374000002,1.0894648130000002,1.1538488000000002,1.2216487
1.7297163599999998,1.75227968,1.76084302,1.8615201666666668,2.0355244
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.8106931194999997,0.804664001,0.794423232,0.7936693899999999,0.70975447
0.0,0.0,0.0,0.0,0.0
0.6559064224,0.6158188114000002,0.5680320860000001,0.5744418699999999,0.70986676
0.0,0.0,0.0,0.0,0.0
0.4893095046000002,0.4755770351999999,0.462760494,0.44693698666666665,0.4684907
4.9808839560000004,4.981505328000001,4.985004979999999,4.979799233333334,4.9803987
4.2475593289999996,4.247877910000001,4.248438049999999,4.247274533333333,4.248049
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.5110326851000002,0.5221178627999999,0.540678309,0.5103767066666667,0.60873127
0.0,0.0,0.0,0.0,0.0
0.5459190765999999,0.5322871749999999,0.5231320740000001,0.6917543633333333,0.66182256
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.49799727039999986,0.48249453399999986,0.477011292,0.5450148333333333,0.5330489
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.6503309876,0.6552156406000001,0.6610208290000001,0.7600149533333335,0.72194916
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.5941521798999999,0.5741267518,0.555035981,0.51437524,0.62281394
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.24670295267000023,0.24395097473999997,0.312745801,0.3352908866666667,0.5314286
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
