Non_Zero_Non_One_Weights,Biases
-7.2302446,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8965345
,0.0
,0.4132442
,0.0
,1.4223883
,4.409457
,3.7209644
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6197575,
1.0,
0.6028161,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.27443984
,0.0
,0.3860406
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.3406299,
0.77019185,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5763862
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0217345,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5999637
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8158559,
1.0,
1.0,
0.296608,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6382284
,0.0
,0.0
,0.041738715
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.00657e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.25112045,
,0.5047914
0.849193,
0.14625025,
0.7429383,
1.0045664,
1.02606,
0.71340114,
0.7897742,
1.1388404,
,0.9855233
,0.51011795
,0.7481045
,0.8900814
,0.8097544
,0.6003255
,0.9139142
,1.6053128
1.0,
1.0,
1.0,
1.0,
0.72274023,
0.36219016,
0.36737636,
1.0,
5.3700733e-06,
,0.0
,0.0
,0.0
,0.0
,0.46393412
,-0.0809499
,-0.10083656
,0.0
1.0,
1.0,
1.0,
1.0,
0.97133434,
1.0,
0.63404363,
0.2935666,
,0.0
,0.0
,0.0
,0.0
,0.93314886
,0.0
,0.38330412
,0.17197575
1.0,
1.0,
1.0,
1.0,
1.1816471,
1.0081072,
1.263447,
2.03092,
0.4337122,
1.0,
1.2988626,
1.987039,
,0.0
,0.0
,0.0
,0.0
,0.81207424
,0.8877476
,2.1942313
,0.55929035
,0.0
,0.97364163
,1.6499199
1.0,
1.0,
1.0,
1.0,
1.0,
1.121005,
1.0,
0.68135613,
1.0,
0.7674969,
0.81942457,
-0.00024087285,
-3.73721e-10,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.9122344
,0.0
,0.78295386
,0.0
,0.3623126
,5.00909
,4.255729
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5156438,
1.0,
0.6256541,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7406937
,0.0
,0.30196264
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.55499727,
0.6191931,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.4024726
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.002872,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.67663443
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8639701,
1.0,
1.0,
0.19641241,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.40951797
,0.0
,0.0
,0.3646203
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
3.0730396e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.2663607,
,0.33214825
0.98879504,
0.19677143,
0.77406657,
1.1877698,
0.983311,
0.6463616,
1.1621336,
1.5697738,
,0.51786894
,0.3408833
,0.64380854
,0.276377
,0.95286906
,0.82489365
,-0.33484775
,0.1617935
1.0,
1.0,
1.0,
1.0,
0.64770824,
0.35097787,
0.27487007,
1.0,
8.689584e-05,
,0.0
,0.0
,0.0
,0.0
,0.7826306
,-0.047466714
,0.1724628
,0.0
1.0,
1.0,
1.0,
1.0,
0.97172767,
1.0,
0.74524325,
0.38209206,
,0.0
,0.0
,0.0
,0.0
,0.9316565
,0.0
,0.28714755
,-0.11437759
1.0,
1.0,
1.0,
1.0,
1.16961,
0.95357174,
1.160893,
2.0766385,
0.74964994,
1.0,
1.3108033,
2.0911982,
,0.0
,0.0
,0.0
,0.0
,0.864735
,1.0321919
,2.1114287
,0.22877139
,0.0
,0.93711406
,1.4611076
1.0,
1.0,
1.0,
1.0,
1.0,
1.1709505,
1.0,
0.74077505,
1.0,
0.79136974,
0.7092132,
-0.00054870575,
-0.000111263565,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.75347584
,0.0
,0.5381955
,0.0
,0.598947
,4.962074
,4.2488494
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.52625316,
1.0,
0.6022741,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.69317913
,0.0
,0.38794544
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.35976288,
0.7779944,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.49281868
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.94479567,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.9127152
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8665993,
1.0,
1.0,
0.24511616,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.39702076
,0.0
,0.0
,0.2070942
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.000106888045,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.2517016,
,0.49813312
0.88544106,
0.41978216,
0.76429045,
0.88668406,
1.3362665,
0.7866959,
0.81880283,
1.5824847,
,0.86417854
,-0.4060762
,0.6766163
,1.2850183
,-0.22896765
,0.35491958
,0.81596524
,0.119384535
1.0,
1.0,
1.0,
1.0,
0.7363638,
0.2971211,
0.31360018,
1.0,
2.2802802e-05,
,0.0
,0.0
,0.0
,0.0
,0.4058826
,0.11369257
,0.059221033
,0.0
1.0,
1.0,
1.0,
1.0,
1.1072593,
1.0,
0.70072883,
0.26018688,
,0.0
,0.0
,0.0
,0.0
,0.45289806
,0.0
,0.3209857
,0.34287757
1.0,
1.0,
1.0,
1.0,
1.177912,
0.9944716,
1.3584027,
2.246826,
0.6502766,
1.0,
1.3454082,
2.1786299,
,0.0
,0.0
,0.0
,0.0
,0.828348
,0.79966307
,1.9649686
,0.3367841
,0.0
,0.85121197
,1.3006366
1.0,
1.0,
1.0,
1.0,
1.0,
1.0813725,
1.0,
0.7170541,
1.0,
0.58852726,
0.7347001,
-0.0005586715,
-7.433346e-07,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0384874
,0.0
,0.6320524
,0.0
,0.7553776
,4.966998
,4.25134
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.52725625,
1.0,
0.49464142,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6886909
,0.0
,0.7846129
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6900683,
0.39401546,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.70689994
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.98281467,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.758188
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8744173,
1.0,
1.0,
0.2293922,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.35985747
,0.0
,0.0
,0.25792837
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.506804e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.23284829,
,0.7117895
0.8546826,
0.3790184,
0.96997994,
0.9932561,
1.2221125,
0.68004197,
1.1104541,
1.5032068,
,0.9671218
,-0.26957247
,-0.012414805
,0.9279562
,0.15306985
,0.7120623
,-0.1606213
,0.38480684
1.0,
1.0,
1.0,
1.0,
0.6296423,
0.3273857,
0.24529621,
1.0,
1.6152539e-05,
,0.0
,0.0
,0.0
,0.0
,0.85921353
,0.022947842
,0.26396564
,0.0
1.0,
1.0,
1.0,
1.0,
1.0470191,
1.0,
0.64483863,
0.30515292,
,0.0
,0.0
,0.0
,0.0
,0.6657657
,0.0
,0.3769928
,0.13138656
1.0,
1.0,
1.0,
1.0,
1.17729,
0.9554233,
1.1493703,
2.1123195,
0.5206495,
1.0,
1.2434324,
2.0473578,
,0.0
,0.0
,0.0
,0.0
,0.83115405
,1.0516524
,2.0980988
,0.4686698
,0.0
,1.050265
,1.5751245
1.0,
1.0,
1.0,
1.0,
1.0,
1.1509691,
1.0,
0.6564037,
1.0,
0.6050838,
0.80830145,
-4.934171e-07,
-6.8034183e-09,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8168951
,0.0
,0.8919516
,0.0
,0.54508394
,4.963244
,4.251743
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5559345,
1.0,
0.5249858,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5602372
,0.0
,0.6728239
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.47125557,
0.7072694,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3776654
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0167325,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6202844
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.78108156,
1.0,
1.0,
0.22909904,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.803511
,0.0
,0.0
,0.2588924
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.3504697e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.3997694,
,-1.1789794
1.0151149,
0.2494075,
0.74988824,
1.0831667,
1.3561502,
0.7383827,
0.8660894,
1.354088,
,0.42941564
,0.16450307
,0.7245816
,0.6264459
,-0.2960118
,0.51653546
,0.65759575
,0.88386375
1.0,
1.0,
1.0,
1.0,
0.67146,
0.24606569,
0.32209706,
1.0,
2.0270274e-05,
,0.0
,0.0
,0.0
,0.0
,0.68114763
,0.2659192
,0.031117478
,0.0
1.0,
1.0,
1.0,
1.0,
1.0558268,
1.0,
0.7131781,
0.24941646,
,0.0
,0.0
,0.0
,0.0
,0.6346673
,0.0
,0.32994676
,0.3444728
1.0,
1.0,
1.0,
1.0,
1.2142866,
1.0540186,
1.114197,
2.3445244,
0.4100778,
1.0,
0.005189286,
2.1419306,
,0.0
,0.0
,0.0
,0.0
,0.6699502
,0.96814066
,1.8166227
,0.57369375
,0.0
,-4.332659
,1.4267831
1.0,
1.0,
1.0,
1.0,
1.0,
1.1244148,
1.0,
0.6745875,
1.0,
1.9044105,
0.0025004046,
-9.517694,
-8.264056,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.901083
,0.0
,0.8148735
,0.0
,1.2509856
,4.6033525
,3.8981683
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6025134,
1.0,
0.5420495,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.35168612
,0.0
,0.609996
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.3630302,
0.85363746,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.24192128
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9994134,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6906982
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8042605,
1.0,
1.0,
0.21010722,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.69333804
,0.0
,0.0
,0.3214501
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.5346136e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.3164964,
,-0.23577593
0.75003505,
0.52465314,
0.67726105,
1.1902937,
1.3104817,
0.5372303,
0.67477334,
1.3178604,
,1.3175892
,-0.7574432
,0.9680282
,0.2678418
,-0.14281139
,1.1902936
,1.297401
,1.005528
1.0,
1.0,
1.0,
1.0,
0.7522421,
0.26890084,
0.40566424,
1.0,
8.946922e-05,
,0.0
,0.0
,0.0
,0.0
,0.3384793
,0.19748215
,-0.21688823
,0.0
1.0,
1.0,
1.0,
1.0,
1.0304748,
1.0,
0.76769197,
0.42122078,
,0.0
,0.0
,0.0
,0.0
,0.7239621
,0.0
,0.2567607
,-0.22124815
1.0,
1.0,
1.0,
1.0,
1.1737392,
0.950709,
1.2431666,
2.1420534,
0.5936214,
1.0,
1.2522867,
1.9399673,
,0.0
,0.0
,0.0
,0.0
,0.8467972
,0.95990455
,2.064441
,0.39345086
,0.0
,0.9578348
,1.5825497
1.0,
1.0,
1.0,
1.0,
1.0,
1.2044506,
1.0,
0.6995917,
1.0,
0.61297786,
0.82801133,
-0.00041183797,
-0.0001182946,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.646255
,0.0
,0.7088146
,0.0
,0.49107197
,4.977405
,4.2473516
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5035873,
1.0,
0.5905118,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7946871
,0.0
,0.43143088
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5435092,
0.64673144,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.34962156
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0412108,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5207956
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.78480566,
1.0,
1.0,
0.3111727,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7858081
,0.0
,0.0
,-0.0066122347
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.613165e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.367028,
,-0.80807173
0.9490698,
0.37913206,
0.9158733,
1.2143614,
1.2543813,
0.5339427,
0.97428215,
1.3766639,
,0.65067625
,-0.27006695
,0.16855644
,0.18696217
,0.044772703
,1.2012483
,0.29536918
,0.80826885
1.0,
1.0,
1.0,
1.0,
0.65488696,
0.19391578,
0.28112215,
1.0,
4.5914334e-05,
,0.0
,0.0
,0.0
,0.0
,0.7519339
,0.42257464
,0.15330365
,0.0
1.0,
1.0,
1.0,
1.0,
1.0055285,
1.0,
0.8114584,
0.25105694,
,0.0
,0.0
,0.0
,0.0
,0.81176555
,0.0
,0.23165835
,0.35441712
1.0,
1.0,
1.0,
1.0,
1.2593262,
0.9537209,
1.1604278,
2.112562,
0.5704681,
1.0,
0.011415556,
2.0726378,
,0.0
,0.0
,0.0
,0.0
,0.47381037
,1.020142
,2.0579185
,0.40741456
,0.0
,-6.7917223
,1.4766712
1.0,
1.0,
1.0,
1.0,
1.0,
1.1943238,
1.0,
0.63774246,
1.0,
1.8695602,
0.00040510402,
-9.663585,
-6.870336,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.67962146
,0.0
,0.9726404
,0.0
,1.289463
,4.3624706
,3.7919898
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5094308,
1.0,
0.6185015,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7685291
,0.0
,0.32832435
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.548178,
0.6886986,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.2025222
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0108737,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6441116
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8151788,
1.0,
1.0,
0.26779786,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.64143574
,0.0
,0.0
,0.13496716
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
8.66176e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.31830207,
,-0.25606224
0.8711437,
0.37654632,
0.9768625,
1.2142582,
1.0373073,
0.67424107,
0.8214309,
1.2387073,
,0.9117084
,-0.2614002
,-0.035740707
,0.18731299
,0.7715689
,0.7312571
,0.80723506
,1.270407
1.0,
1.0,
1.0,
1.0,
0.716287,
0.27198803,
0.24191633,
1.0,
2.1152639e-05,
,0.0
,0.0
,0.0
,0.0
,0.4918513
,0.1890365
,0.2734752
,0.0
1.0,
1.0,
1.0,
1.0,
0.9701414,
1.0,
0.72252655,
0.3202057,
,0.0
,0.0
,0.0
,0.0
,0.93648344
,0.0
,0.30159387
,0.11425948
1.0,
1.0,
1.0,
1.0,
1.2101148,
1.0989637,
1.3066528,
2.1202805,
0.70275545,
1.0,
1.1174295,
1.9145956,
,0.0
,0.0
,0.0
,0.0
,0.6885277
,0.7446321
,2.0857477
,0.28167534
,0.0
,1.1555347
,1.661964
1.0,
1.0,
1.0,
1.0,
1.0,
1.1595291,
1.0,
0.69826895,
1.0,
0.7138529,
0.7925601,
-1.4211514e-06,
-0.00011121374,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.78981227
,0.0
,0.7144417
,0.0
,0.47916296
,4.986699
,4.247829
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5374978,
1.0,
0.5931862,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.64282334
,0.0
,0.4215936
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.67907333,
0.45758286,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5382058
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0350446,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5458679
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8483013,
1.0,
1.0,
0.19071864,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.48399532
,0.0
,0.0
,0.38305545
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.9490652e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.20978007,
,0.97310174
0.8080764,
0.06937147,
0.96735543,
1.0576679,
1.280787,
0.6982661,
0.8264736,
1.5099348,
,1.1232679
,0.76763314
,-0.0035900532
,0.71223515
,-0.043362353
,0.6510927
,0.7907587
,0.36232007
1.0,
1.0,
1.0,
1.0,
0.67772514,
0.1970252,
0.2211838,
1.0,
1.4229049e-05,
,0.0
,0.0
,0.0
,0.0
,0.6550324
,0.41253614
,0.33528072
,0.0
1.0,
1.0,
1.0,
1.0,
0.97417074,
1.0,
0.69437295,
0.32285216,
,0.0
,0.0
,0.0
,0.0
,0.92304915
,0.0
,0.32652152
,0.104795374
1.0,
1.0,
1.0,
1.0,
1.1707065,
1.0644975,
1.3347889,
2.067703,
0.6125544,
1.0,
1.0943817,
1.9093275,
,0.0
,0.0
,0.0
,0.0
,0.85992634
,0.75593436
,2.148727
,0.375845
,0.0
,1.1917331
,1.667753
1.0,
1.0,
1.0,
1.0,
1.0,
1.1705047,
1.0,
0.76521635,
1.0,
0.716279,
0.81737983,
-0.0001252709,
-0.000111218455,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.75424457
,0.0
,0.4279312
,0.0
,0.40955135
,4.9713554
,4.2471986
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5060627,
1.0,
0.635306,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.78361005
,0.0
,0.2663575
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.48917168,
0.6771452,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.41857618
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0253085,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5854329
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8730104,
1.0,
1.0,
0.27692747,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.36654228
,0.0
,0.0
,0.10418718
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.4059998e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.33029854,
,-0.3922023
0.8772972,
0.29759797,
0.7021224,
1.2397062,
0.78929365,
0.91083705,
0.7548166,
1.212178,
,0.8913723
,0.0031584888
,0.88481736
,0.10242428
,1.6025308
,-0.060748298
,1.0295874
,1.3596323
1.0,
1.0,
1.0,
1.0,
0.75792843,
0.36416483,
0.39509147,
1.0,
6.085889e-05,
,0.0
,0.0
,0.0
,0.0
,0.31489095
,-0.086704165
,-0.1846223
,0.0
1.0,
1.0,
1.0,
1.0,
1.0454167,
1.0,
0.76404583,
0.29665488,
,0.0
,0.0
,0.0
,0.0
,0.6711595
,0.0
,0.25604728
,0.20536296
1.0,
1.0,
1.0,
1.0,
1.1204915,
1.1043671,
1.2967474,
2.0556886,
0.41143548,
1.0,
1.1602335,
2.149472,
,0.0
,0.0
,0.0
,0.0
,1.0791216
,0.7546514
,2.1637318
,0.58118767
,0.0
,1.1006283
,1.3545332
1.0,
1.0,
1.0,
1.0,
1.0,
1.158772,
1.0,
0.71428347,
1.0,
0.60483027,
0.7872112,
-0.0004861105,
-0.000112696944,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7923124
,0.0
,0.64388984
,0.0
,0.6013227
,4.9701905
,4.248065
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5452695,
1.0,
0.6124665,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.60798824
,0.0
,0.35057005
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.61362505,
0.51750284,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.54723287
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0204368,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6052716
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8519087,
1.0,
1.0,
0.16830006,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.46686074
,0.0
,0.0
,0.455566
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
2.7871123e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.27736795,
,0.2075304
1.1643156,
0.45889944,
1.0000747,
1.0524951,
1.0599693,
0.48754233,
0.85161793,
1.4788232,
,-0.0701865
,-0.5371963
,-0.113333136
,0.72938424
,0.69591445
,1.3567632
,0.7059969
,0.46628302
1.0,
1.0,
1.0,
1.0,
0.65984595,
0.34861022,
0.37505183,
1.0,
3.531493e-05,
,0.0
,0.0
,0.0
,0.0
,0.73103595
,-0.040616553
,-0.12362602
,0.0
1.0,
1.0,
1.0,
1.0,
1.1092755,
1.0,
0.56063485,
0.33758214,
,0.0
,0.0
,0.0
,0.0
,0.44598377
,0.0
,0.4585178
,0.066750005
1.0,
1.0,
1.0,
1.0,
1.1355256,
0.93281144,
1.189492,
2.191791,
0.3140963,
1.0,
1.2725847,
1.9463031,
,0.0
,0.0
,0.0
,0.0
