Non_Zero_Non_One_Weights,Biases
1.0,
1.0,
1.0241364,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5902196
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8339621,
1.0,
1.0,
0.16382012,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5521594
,0.0
,0.0
,0.4700569
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
3.301373e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.2191305,
,0.867152
0.9746087,
0.24211866,
0.963581,
0.86322236,
1.3320581,
0.6262782,
0.8594169,
1.4457141,
,0.5654641
,0.18900256
,0.009075585
,1.3635584
,-0.21510834
,0.8922198
,0.6793415
,0.5774561
1.0,
1.0,
1.0,
1.0,
0.78365135,
0.3282576,
0.3439481,
1.0,
7.0137714e-05,
,0.0
,0.0
,0.0
,0.0
,0.20526367
,0.023247803
,-0.03583504
,0.0
1.0,
1.0,
1.0,
1.0,
1.0165626,
1.0,
0.6140361,
0.4044187,
,0.0
,0.0
,0.0
,0.0
,0.77330923
,0.0
,0.45188856
,-0.21235545
1.0,
1.0,
1.0,
1.0,
1.1371794,
0.9561296,
1.3972247,
2.331709,
0.5664913,
1.0,
0.014893506,
2.1684585,
,0.0
,0.0
,0.0
,0.0
,1.0061492
,0.7346237
,1.7717698
,0.39808378
,0.0
,-7.601525
,1.406766
1.0,
1.0,
1.0,
1.0,
1.0,
1.0815686,
1.0,
0.7004754,
1.0,
1.8676313,
0.0003893036,
-8.103173,
-6.98403,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0410804
,0.0
,0.70920414
,0.0
,1.2445644
,4.402435
,3.7269292
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.55389184,
1.0,
0.58724475,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5693491
,0.0
,0.44337714
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.53788567,
0.60796964,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.49224502
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9648986,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8309806
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.88577443,
1.0,
1.0,
0.18738708,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.30587247
,0.0
,0.0
,0.39536202
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.00014890944,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.3400038,
,-0.5020139
0.87921166,
0.31059173,
0.9200057,
0.90664744,
0.9084796,
0.57898617,
0.8060894,
1.1105599,
,0.8848241
,-0.040417198
,0.15483347
,1.2179031
,1.2030004
,1.05049
,0.85807663
,1.6998461
1.0,
1.0,
1.0,
1.0,
0.7685752,
0.29417297,
0.16997886,
1.0,
2.394955e-05,
,0.0
,0.0
,0.0
,0.0
,0.2707389
,0.1244887
,0.48380196
,0.0
1.0,
1.0,
1.0,
1.0,
1.0131527,
1.0,
0.6580981,
0.32309976,
,0.0
,0.0
,0.0
,0.0
,0.78300476
,0.0
,0.40718192
,0.060365185
1.0,
1.0,
1.0,
1.0,
1.2769349,
1.210816,
1.132779,
2.1383207,
0.6113171,
1.0,
0.019302469,
2.0413613,
,0.0
,0.0
,0.0
,0.0
,0.39786234
,0.7633573
,1.9761915
,0.35128528
,0.0
,-7.4257812
,1.5971555
1.0,
1.0,
1.0,
1.0,
1.0,
1.1813968,
1.0,
0.73187345,
1.0,
1.9783806,
0.0013565735,
-8.139386,
-6.9201007,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7218529
,0.0
,0.5785942
,0.0
,1.129795
,4.416339
,3.7443068
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5280122,
1.0,
0.5686134,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6852775
,0.0
,0.51198685
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.60161495,
0.5735967,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.40616533
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.95238256,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8818767
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8862373,
1.0,
1.0,
0.23362112,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3036738
,0.0
,0.0
,0.24614583
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.00015624225,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.22842686,
,0.7618586
0.8632554,
0.24322206,
0.68482834,
1.1783764,
1.2168323,
0.8146559,
1.0291814,
1.239302,
,0.9384315
,0.18529956
,0.94275737
,0.30789283
,0.17070399
,0.26126495
,0.11212095
,1.2688168
1.0,
1.0,
1.0,
1.0,
0.7333924,
0.2665764,
0.35913724,
1.0,
1.902511e-05,
,0.0
,0.0
,0.0
,0.0
,0.4190906
,0.20615345
,-0.080677055
,0.0
1.0,
1.0,
1.0,
1.0,
1.0273579,
1.0,
0.6317704,
0.38394982,
,0.0
,0.0
,0.0
,0.0
,0.7345164
,0.0
,0.4310628
,-0.18693858
1.0,
1.0,
1.0,
1.0,
1.2354846,
0.82622087,
1.2997639,
2.2000306,
0.5656761,
1.0,
0.0153045,
1.7884655,
,0.0
,0.0
,0.0
,0.0
,0.5774894
,0.9745729
,1.913997
,0.4006905
,0.0
,-7.5550656
,1.9572189
1.0,
1.0,
1.0,
1.0,
1.0,
1.1814429,
1.0,
0.7282293,
1.0,
1.9242541,
0.0012885653,
-8.177728,
-6.9870157,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7223796
,0.0
,0.5940425
,0.0
,1.1909211
,4.4026814
,3.7293162
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5658407,
1.0,
0.6044775,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5158754
,0.0
,0.37994045
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.47905555,
0.57703245,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.76938266
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0460602,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.50107574
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.82789207,
1.0,
1.0,
0.23131636,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5810047
,0.0
,0.0
,0.25339335
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.00012088218,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.19328764,
,1.1598777
0.9325127,
0.4351884,
0.6271471,
1.4071715,
1.2441012,
0.69795656,
0.91189724,
1.3425434,
,0.70650756
,-0.45768088
,1.1360081
,-0.4583853
,0.07953757
,0.65212226
,0.50506103
,0.92309165
1.0,
1.0,
1.0,
1.0,
0.728207,
0.40368447,
0.37800667,
1.0,
1.4583436e-05,
,0.0
,0.0
,0.0
,0.0
,0.44083267
,-0.2040519
,-0.1364811
,0.0
1.0,
1.0,
1.0,
1.0,
1.0594006,
1.0,
0.88858175,
0.38927534,
,0.0
,0.0
,0.0
,0.0
,0.6216757
,0.0
,0.16815813
,-0.14821123
1.0,
1.0,
1.0,
1.0,
1.260589,
0.95426303,
1.1501731,
2.0434728,
0.5676295,
1.0,
0.020593463,
1.9176656,
,0.0
,0.0
,0.0
,0.0
,0.46771818
,1.0140543
,2.0969791
,0.4029142
,0.0
,-7.5298214
,1.6891843
1.0,
1.0,
1.0,
1.0,
1.0,
1.258266,
1.0,
0.77189904,
1.0,
1.7682289,
2.0317755e-06,
-7.821639,
-7.004688,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.47698975
,0.0
,0.40696377
,0.0
,1.3682258
,4.4341183
,3.7294488
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6042104,
1.0,
0.5238206,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3440546
,0.0
,0.6770778
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.46233314,
0.6639685,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5433899
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.04699,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.49730417
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.80182046,
1.0,
1.0,
0.2174642,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.70493174
,0.0
,0.0
,0.2982746
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
9.2170856e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.26509783,
,0.34643817
0.9518983,
0.08326861,
0.8584809,
1.2016486,
0.90037304,
0.6900721,
0.98995614,
1.3962733,
,0.64149255
,0.7210811
,0.36107036
,0.22992171
,1.2306736
,0.67850834
,0.24336036
,0.74299675
1.0,
1.0,
1.0,
1.0,
0.68035626,
0.29775864,
0.29403245,
1.0,
2.0342446e-05,
,0.0
,0.0
,0.0
,0.0
,0.6438919
,0.11185137
,0.11755783
,0.0
1.0,
1.0,
1.0,
1.0,
1.0563887,
1.0,
0.6312809,
0.24331988,
,0.0
,0.0
,0.0
,0.0
,0.63288844
,0.0
,0.39544693
,0.36809123
1.0,
1.0,
1.0,
1.0,
1.2031242,
0.8880742,
1.2237027,
2.2609422,
0.4648643,
1.0,
1.1743475,
1.9170433,
,0.0
,0.0
,0.0
,0.0
,0.7181453
,1.0369505
,1.9343008
,0.52347827
,0.0
,1.1164709
,1.6980528
1.0,
1.0,
1.0,
1.0,
1.0,
1.1686493,
1.0,
0.7231938,
1.0,
0.86503357,
0.73307276,
-0.0003306835,
-8.090581e-09,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7612787
,0.0
,0.60942
,0.0
,0.46749178
,4.996312
,4.245711
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.51939946,
1.0,
0.5670911,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.723858
,0.0
,0.517682
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.41101062,
0.71051526,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5514727
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.015832,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.62394166
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.85303426,
1.0,
1.0,
0.2574,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.46149683
,0.0
,0.0
,0.16737308
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.515209e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.24158627,
,0.61275953
1.1059061,
0.26944044,
0.62876695,
1.0410691,
0.9435278,
0.97747475,
1.1641,
1.4253534,
,0.12566693
,0.09748453
,1.1305511
,0.76784134
,1.086162
,-0.28411648
,-0.3411451
,0.64564735
1.0,
1.0,
1.0,
1.0,
0.7472317,
0.2616292,
0.25644597,
1.0,
4.1346077e-05,
,0.0
,0.0
,0.0
,0.0
,0.36007234
,0.22008581
,0.22771306
,0.0
1.0,
1.0,
1.0,
1.0,
1.0568024,
1.0,
0.59402615,
0.42102724,
,0.0
,0.0
,0.0
,0.0
,0.6310484
,0.0
,0.4370296
,-0.26969197
1.0,
1.0,
1.0,
1.0,
1.1228588,
1.0420407,
1.3775975,
2.1767595,
0.7715616,
1.0,
1.0489055,
2.080006,
,0.0
,0.0
,0.0
,0.0
,1.0687399
,0.72058266
,2.012809
,0.20668398
,0.0
,1.2806537
,1.5112892
1.0,
1.0,
1.0,
1.0,
1.0,
1.1221353,
1.0,
0.7081148,
1.0,
0.9036663,
0.6408975,
-1.1803866e-06,
-6.624395e-05,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.90899456
,0.0
,0.67424107
,0.0
,0.65934634
,4.969033
,4.253925
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.59409195,
1.0,
0.60637856,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.38938916
,0.0
,0.37292248
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6187656,
0.602177,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.26230282
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0167955,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6200488
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.84089476,
1.0,
1.0,
0.22389379,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5191989
,0.0
,0.0
,0.27577403
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
7.214109e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.34155494,
,-0.51975036
1.1273516,
0.48483187,
0.8104004,
0.77258635,
1.1291909,
0.582434,
0.8758789,
1.0869982,
,0.053811636
,-0.62398964
,0.5221509
,1.667145
,0.46421096
,1.0390027
,0.6256564
,1.7789814
1.0,
1.0,
1.0,
1.0,
0.72738093,
0.3307401,
0.26605123,
1.0,
3.7106827e-05,
,0.0
,0.0
,0.0
,0.0
,0.44591594
,0.013145934
,0.19985086
,0.0
1.0,
1.0,
1.0,
1.0,
1.040219,
1.0,
0.7526475,
0.26538545,
,0.0
,0.0
,0.0
,0.0
,0.68598884
,0.0
,0.27420485
,0.22342913
1.0,
1.0,
1.0,
1.0,
1.2229437,
1.1148865,
1.1460133,
2.1412892,
0.6610335,
1.0,
1.2074628,
1.6917757,
,0.0
,0.0
,0.0
,0.0
,0.6344686
,0.8915321
,2.0598443
,0.32327977
,0.0
,1.1563603
,2.0926208
1.0,
1.0,
1.0,
1.0,
1.0,
1.1737463,
1.0,
0.7629962,
1.0,
0.8376363,
0.7389933,
-2.1575088e-06,
-7.981187e-07,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.74428517
,0.0
,0.44011447
,0.0
,0.48077214
,4.9725585
,4.248532
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5736047,
1.0,
0.5285189,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.48112762
,0.0
,0.6597827
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.43746722,
0.72967887,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.40934908
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.96141475,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.84516037
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.85300946,
1.0,
1.0,
0.21907428,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.46161845
,0.0
,0.0
,0.291342
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
6.0400154e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.30819425,
,-0.14170246
0.8281965,
0.26858142,
0.9952387,
1.0327904,
0.9583064,
0.8115582,
1.1369904,
1.4014328,
,1.055749
,0.10031985
,-0.097133726
,0.7954068
,1.0362351
,0.27139196
,-0.25073367
,0.72554463
1.0,
1.0,
1.0,
1.0,
0.80867654,
0.38448822,
0.26925164,
1.0,
0.00011376414,
,0.0
,0.0
,0.0
,0.0
,0.09997424
,-0.14780429
,0.19010581
,0.0
1.0,
1.0,
1.0,
1.0,
1.0256172,
1.0,
0.6769993,
0.37020016,
,0.0
,0.0
,0.0
,0.0
,0.73992556
,0.0
,0.34433535
,-0.069704875
1.0,
1.0,
1.0,
1.0,
1.1914346,
1.1191137,
1.257463,
2.221166,
0.62820965,
1.0,
1.148663,
2.1385858,
,0.0
,0.0
,0.0
,0.0
,0.77027786
,0.7804066
,1.9963855
,0.36025017
,0.0
,1.1290617
,1.3977064
1.0,
1.0,
1.0,
1.0,
1.0,
1.2515856,
1.0,
0.72085863,
1.0,
0.7333254,
0.7674705,
-1.0091784e-06,
-0.0001454584,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.49635002
,0.0
,0.6144724
,0.0
,0.52195615
,4.9710755
,4.2460537
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5707757,
1.0,
0.594057,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.49380606
,0.0
,0.41840196
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.38002765,
0.80809516,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.33489084
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.98993826,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.72920555
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.84458506,
1.0,
1.0,
0.3077551,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5016669
,0.0
,0.0
,0.004448497
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.7263e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.21367572,
,0.9289218
1.2425895,
0.36816654,
0.96921945,
1.066602,
0.88209873,
0.65939707,
0.8257586,
1.347223,
,-0.33212215
,-0.2331934
,-0.009786112
,0.68235636
,1.2919554
,0.7812182
,0.79283935
,0.90740216
1.0,
1.0,
1.0,
1.0,
0.6872693,
0.3585273,
0.36312723,
1.0,
5.179085e-05,
,0.0
,0.0
,0.0
,0.0
,0.61476076
,-0.06954034
,-0.088442415
,0.0
1.0,
1.0,
1.0,
1.0,
1.0538746,
1.0,
0.7625021,
0.36735502,
,0.0
,0.0
,0.0
,0.0
,0.6412831
,0.0
,0.2585306
,-0.10075922
1.0,
1.0,
1.0,
1.0,
1.1427047,
1.141449,
1.2563906,
2.0792062,
0.63028955,
1.0,
1.1521317,
1.8587614,
,0.0
,0.0
,0.0
,0.0
,0.9821789
,0.7567229
,2.1360059
,0.3575426
,0.0
,1.174923
,1.823661
1.0,
1.0,
1.0,
1.0,
1.0,
1.1418339,
1.0,
0.75038505,
1.0,
0.7952283,
0.8527082,
-0.00046229197,
-0.00012194476,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8461604
,0.0
,0.4910225
,0.0
,0.23717134
,4.967223
,4.245557
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.57530427,
1.0,
0.5242124,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.47350267
,0.0
,0.67567277
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.44500655,
0.6410165,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.66861457
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0378187,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.53457385
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.7620944,
1.0,
1.0,
0.2504312,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8937641
,0.0
,0.0
,0.18990646
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.1113246e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.29667643,
,-0.011170714
0.9075652,
0.2321193,
0.69138986,
1.1866884,
1.1591135,
0.6570775,
0.8183343,
1.258564,
,0.78983295
,0.22244671
,0.92064506
,0.2798278
,0.36386815
,0.7888657
,0.81749445
,1.2040589
1.0,
1.0,
1.0,
1.0,
0.6704322,
0.21250433,
0.26508245,
1.0,
1.9878516e-05,
,0.0
,0.0
,0.0
,0.0
,0.6863497
,0.36666742
,0.20399755
,0.0
1.0,
1.0,
1.0,
1.0,
0.9605726,
1.0,
0.8219544,
0.27885246,
,0.0
,0.0
,0.0
,0.0
,0.9702065
,0.0
,0.19881026
,0.27369267
1.0,
1.0,
1.0,
1.0,
1.2501009,
1.0564307,
1.3776121,
2.2072985,
0.38866648,
1.0,
1.1090981,
2.0955694,
,0.0
,0.0
,0.0
,0.0
,0.51421785
,0.7203841
,2.0095415
,0.604226
,0.0
,1.1511948
,1.410797
1.0,
1.0,
1.0,
1.0,
1.0,
1.0871814,
1.0,
0.72968376,
1.0,
0.6450538,
0.88370484,
-8.911667e-09,
-8.427735e-07,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0198392
,0.0
,0.5778074
,0.0
,0.32010743
,4.9774656
,4.2457395
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.51651067,
1.0,
0.5622748,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7368124
,0.0
,0.53544205
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5806774,
0.59205174,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.4104837
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0322045,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5574028
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8155016,
1.0,
1.0,
0.28023815,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.63990223
,0.0
,0.0
,0.09345002
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
3.0755753e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.35732725,
,-0.6982715
1.0137528,
0.43051934,
0.7047456,
1.2976285,
1.0797226,
1.0483389,
1.0574118,
1.4926038,
,0.4341101
,-0.4421571
,0.8758998
,-0.09181765
,0.62966466
,-0.52141476
,0.017165033
,0.42004701
1.0,
1.0,
1.0,
1.0,
0.69177294,
0.39477533,
0.3477358,
1.0,
1.8738803e-05,
,0.0
,0.0
,0.0
,0.0
,0.5953308
,-0.17850037
,-0.044373255
,0.0
1.0,
1.0,
1.0,
1.0,
0.9959541,
1.0,
0.7691509,
0.30755422,
,0.0
,0.0
,0.0
,0.0
,0.8464282
,0.0
,0.2506981
,0.07324663
1.0,
1.0,
1.0,
1.0,
1.26415,
1.0076638,
1.2741565,
2.2234328,
0.6858549,
1.0,
1.3020314,
1.9404864,
,0.0
,0.0
,0.0
,0.0
,0.45190766
,0.8763894
,1.9993391
,0.30269247
,0.0
,1.0459223
,1.8051506
1.0,
1.0,
1.0,
1.0,
1.0,
1.1652005,
1.0,
0.793922,
1.0,
0.75390774,
0.7559061,
-4.356534e-07,
-2.6829188e-09,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.77186877
,0.0
,0.30220872
,0.0
,0.52853876
,4.9903154
,4.2470593
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.61222637,
1.0,
0.5633172,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.30816516
,0.0
,0.5316297
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
