0,1,2,3,4
0.2855858293,0.28640543859999995,0.258832685,0.26009619666666667,0.2679832
1.1151117450999997,1.1328228141999999,1.14416186,1.0583571,0.9544767
0.37333849268999997,0.37323122717999985,0.425710638,0.3570065933333333,0.28203294
0.9466601639999999,0.9469857408000002,0.9907401250000001,0.7894598833333334,0.889282
1.2096165900000009,1.1761340218,1.1870920950000001,1.2029491666666665,1.2215474
1.3013741414999995,1.2977491900000002,1.29159516,1.3015200999999998,1.0908911
0.7917292394000001,0.7836837680000002,0.7281457820000001,0.6980345200000001,0.5925361
1.2484137783000004,1.2663938966,1.3589056,1.2978123333333333,1.2380097
1.3583516673000005,1.3567321666,1.3241408730000002,1.17940841,0.99562293
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.7272020419,0.7261227405999999,0.717621177,0.7039361333333334,0.67393625
0.31591600760000005,0.3131893728000001,0.327929261,0.36952385,0.3364694
0.3126137802000002,0.30323225900000006,0.294232579,0.3173050766666667,0.4058539
1.0,1.0,1.0,1.0,1.0
5.138848629600001e-05,5.217284103199999e-05,4.7216475600000006e-05,5.596900866666667e-05,0.00012869641
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8294578544000001,0.8288845776000002,0.8322334249999999,0.8217377833333334,0.7736118
1.0,1.0,1.0,1.0,1.0
0.7167756241559996,0.7298323086000003,0.721738938,0.6670037666666667,0.5658506
0.32080131549999996,0.3194782054,0.320949429,0.29917688000000003,0.28952304
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.347391859,1.3464296020000004,1.34686307,1.3123344666666668,1.3584636
1.228362939,1.227226534,1.2478449500000002,1.1928096333333331,1.0938846
1.5510351870000005,1.5488967260000002,1.54466804,1.5807611000000001,1.7998927
2.4281887260000006,2.4039025,2.3587400499999998,2.378669933333333,2.5045102
