0,1,2,3,4,5,6
3.3929045359999974,3.388882319499998,3.385124224,3.391932386,3.3494764200000007,3.2128364333333335,3.1555367
1.8177586553333325,1.8217620040000002,1.8338795280000002,1.8258595880000001,1.79835451,1.655481,1.7117758
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4304690636666668,1.4387409560000006,1.4338716770000002,1.49594349,1.5513375,1.5048658666666668,1.3058692
1.2613091912666665,1.26476456715,1.2683656532999998,1.2817266185999998,1.35572494,1.4390688999999999,1.4084171
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4381453186666664,2.4403452284999996,2.430078482,2.4014308999999994,2.43127459,2.4308525,2.288931
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3363029286299997,0.33147624411499976,0.3412654782799999,0.3223645922599998,0.36671515699999996,0.29878583666666664,0.5289678
0.6076551367333335,0.60625677585,0.5922582804000003,0.5826189560000001,0.5810503449999999,0.4907431233333333,0.53933674
0.7671910584666664,0.7643785352500001,0.7550962038,0.7743545251999997,0.654255394,0.41685163000000003,0.36551788
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1224783869999992,1.13712922735,1.1416909581999997,1.1592225170000003,1.3422806599999997,1.1919047333333335,1.2104915
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.027859976616666664,-0.024958154214999993,-0.025391569739999995,0.0061816341200000005,-0.035812325699999994,-0.02335739566666667,-0.000772157
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34374313386333344,0.34464207917499984,0.35762640528,0.36943260136,0.40266382600000006,0.4140540133333334,0.23858024
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5093152493333326,1.5005609045,1.5117116250000004,1.5115170420000004,1.5060810000000002,1.4189998,1.2969396
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2011808187666668,1.2036764354000002,1.2086001297999998,1.2112597908,1.21483338,1.1507215666666666,0.9931966
0.49387405849999994,0.4988977726999998,0.4908574397999999,0.4942666894,0.505864518,0.5402985766666667,0.58952487
0.8669747071999996,0.8742361062499995,0.8673538952999996,0.8948068372,0.9316241560000001,0.8924669533333334,0.9376229
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7282548187999996,0.7256184799000001,0.7269695350000001,0.7190717914000001,0.708905874,0.7244508666666666,0.76106226
1.8601041243333332,1.8549578790000003,1.8771067280000004,1.841543178,1.8835700899999999,2.024041833333333,1.8979357
1.8261846049999997,1.8195755369999995,1.8098610640000004,1.8187051600000002,1.8034941,1.7838531,1.6380492
2.3690969476666663,2.3637191315000003,2.3562583379999995,2.366047842,2.36406151,2.4011909333333334,2.4145823
1.2017042595666676,1.193065920350001,1.1927565924000008,1.1715009656000004,1.177930437,1.156946966666667,1.2957118
2.325931141666667,2.3312710545,2.331831458,2.3243117440000005,2.3443637600000002,2.3112777333333336,2.413039
2.013328035999999,2.0100496809999995,2.0230916089999993,2.0178169720000003,1.9485187,2.034325566666667,1.9555005
0.8428663236666664,0.8411526848499996,0.8478911282,0.8572679816000001,0.8920821960000002,0.8523755533333334,0.7865623
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19933285332000017,0.195512838095,0.18363709000999998,0.17585165683999995,0.1041048264,0.025026219000000002,-0.10698037
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9801308640000002,2.000695538500001,2.0305963079999994,2.018539914,2.0761724,2.0339647,2.075126
0.07821397034333341,0.08972769370500001,0.10544883778000003,0.09564800396,0.12684901010000002,0.21589449666666669,0.21053176
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44827783401000004,0.4578296798450003,0.48699038322000004,0.4606845737999999,0.5635890599999999,0.60583094,0.53675526
0.4661978192399996,0.47930307995499993,0.5022246523600001,0.46791669362,0.44560465800000004,0.6720852566666666,0.37896463
0.5190995550633329,0.5425975703299997,0.5487341771199999,0.55364587744,0.554760282,0.6353084166666666,0.71182287
0.9477575495333336,0.9729587116500008,1.0100429742,1.03537977,0.9345584409999999,0.9183452333333332,0.9956489
0.2672189026933333,0.2815741707400001,0.28715666309000004,0.26375911854,0.29299690289999997,0.15280952999999997,0.37629226
0.30086177896333327,0.32622780516500005,0.32270702321,0.24029649902,0.27201752939999996,0.42329937666666667,0.3276822
0.4588616418600003,0.4627441725750003,0.4719539907299999,0.46075165812,0.5299923879999999,0.5733657633333333,0.46589276
0.38170495246666675,0.3879541357600003,0.38533668096000007,0.40320680032,0.40779357219999995,0.14526986466666666,0.036475014
